UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
𓃩 tam,@exodus_ot9,2021-04-20T10:53:53.000Z,"𓃩 tam
@exodus_ot9
·
20 avr.","quand tu fais un thread je pense que t’es sensé être ouvert au débat si ta pas un QI identique à celui d’un poisson
27
134
680",,27,134,680,"['https://pbs.twimg.com/media/EzaXTlFVgAMFMRm?format=jpg&name=small', 'https://pbs.twimg.com/media/EzaXTqbVUAENYRD?format=jpg&name=small', 'https://pbs.twimg.com/media/EzaXToPUUAccoE1?format=jpg&name=small', 'https://pbs.twimg.com/media/EzaXTuPVEAIPGLJ?format=jpg&name=small']",https://twitter.com/exodus_ot9/status/1384460305128837123
Sunny Cat / Luna,@MoussouKaryn,2021-04-21T19:31:49.000Z,"Sunny Cat / Luna
@MoussouKaryn
·
21 avr.","Hello guys ! On n’est pas samedi mais je reviens avec une recette de thieboudieune wekh ( litt. riz au poisson blanc), un des plats emblématiques du Sénégal . Retrouvez moi sur IG ( lien en bio) pour d’autres recettes. Je vous mets la vidéo juste en bas, enjoy 
16
149
457",✨ 🧡 ™ 🤗,16,149,457,['https://pbs.twimg.com/media/EzhXXMmWQAExxOg?format=jpg&name=small'],https://twitter.com/MoussouKaryn/status/1384953036213207041
Remli,@Remeli_,2021-04-22T22:32:15.000Z,"Remli
@Remeli_
·
23 avr.","Emoji poisson vous savez à qui vous avez affaire
13
34
1,4 k",🖌,13,34,"1,4 k",['https://pbs.twimg.com/media/EznKJ9WXoAQG7k0?format=png&name=360x360'],https://twitter.com/Remeli_/status/1385360829617410049
Louis,@LouisBaltimore,2021-04-23T19:16:24.000Z,"Louis
@LouisBaltimore
·
23 avr.","Comment ça humain.. ? Genre le trav c'est un homme-poisson mdrr ?
Le média suivant comprend des contenus potentiellement sensibles. Modifier les paramètres
Voir
32
2,5 k
9,5 k",💯,32,"2,5 k","9,5 k",[],https://twitter.com/LouisBaltimore/status/1385673933408641030
Kant faut y aller...,@sirius1936,2021-04-24T07:53:47.000Z,"Kant faut y aller...
@sirius1936
·
24 avr.","NOUVEAU CONCEPT?
Pour sensibiliser les plagistes à la pollution par les déchets plastiques voici le poisson poubelle. Double utilité: Jeter ses déchets et prendre conscience que chaque déchet jeté à la mer c’est un poisson qui se pourrit de l’intérieur et avec lui toute la mer.
21
233
646",,21,233,646,['https://pbs.twimg.com/media/EzuUco7WQA4RJBw?format=jpg&name=900x900'],https://twitter.com/sirius1936/status/1385864534410338304
Ben NDOKOLO,@benndokolo2,2021-04-25T16:10:32.000Z,"Ben NDOKOLO
@benndokolo2
·
25 avr."," #VisitCongo 

Le tétra du Congo(Phenacogrammus interruptus) est une espèce de poisson de la famille des tétra africains, trouvée dans le bassin du fleuve Congo, RD Congo.
_
3
7",🌍 📌,,3,7,"['https://pbs.twimg.com/media/Ez1PkAKX0AYpwVk?format=jpg&name=small', 'https://pbs.twimg.com/media/Ez1PsQ7XsAA_WnF?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez1PshfWYAE3STu?format=jpg&name=360x360']",https://twitter.com/benndokolo2/status/1386351931191345153
𝐌𝐀 𝐋𝐀𝐌𝐈𝐍𝐄𝐔,@MlamineuDiop,2021-04-26T18:21:51.000Z,"𝐌𝐀 𝐋𝐀𝐌𝐈𝐍𝐄𝐔
@MlamineuDiop
·
26 avr.","Dans le village de Kafountine
situé ds l’extrême sud du, près de 100km à l’Ouest de Ziguinchor, l commerce de poissons constitue une activité génératrice de revenus pr les populations.Pêché, fumé, puis exporté vers la sous-région, le poisson fait l bonheur d nombreuses familles
30
136",,,30,136,"['https://pbs.twimg.com/media/Ez63XvAXsAUKL6C?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez63YQ8X0AE045U?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ez63YdSWYAAcHUx?format=jpg&name=360x360']",https://twitter.com/MlamineuDiop/status/1386747368482213890
Le Twittos du SRFC,@xzregy,2021-04-27T07:33:17.000Z,"Le Twittos du SRFC
@xzregy
·
27 avr.","Benjamin Bourigeaud & le marché de poisson  
Les souvenirs de ce 27/04/2019
De 
Le Twittos du SRFC
3
137
744",🐟,3,137,744,['https://pbs.twimg.com/ext_tw_video_thumb/1254704571135467520/pu/img/yJjZlQicIOxaY3Xq.jpg'],https://twitter.com/xzregy/status/1386946537952002049
BLAST - Le souffle de l'info,@blast_france,2021-04-28T17:15:00.000Z,"BLAST - Le souffle de l'info
@blast_france
·
28 avr.","LE CAPITALISME DÉTRUIRA TOUT

 https://youtu.be/i59gUgMwtpM

""Quand le dernier arbre sera abattu, la dernière rivière empoisonnée, le dernier poisson capturé, alors le visage pâle s’apercevra que l’argent ne se mange pas."" #Édito #Capitalisme
31
524
934",➡,31,524,934,['https://pbs.twimg.com/media/E0Euw1zWEAEGY4N.jpg'],https://twitter.com/blast_france/status/1387455318930698240
Michel-Karl,@esperendieu,2021-04-29T09:26:11.000Z,"Michel-Karl
@esperendieu
·
29 avr.","Et si on avait rassemblement autour de Zemmour composé de Marine Le Pen, Marion Maréchal, Ménard, Dupont-Aignan, Mariani, Lisnard, Poisson, De Villiers, Martinez, ...
165
273
735",,165,273,735,[],https://twitter.com/esperendieu/status/1387699726875758593
Docteur Laurent Alexandre,@dr_l_alexandre,2021-04-30T07:01:39.000Z,"Docteur Laurent Alexandre
@dr_l_alexandre
·
30 avr.","Depuis quelques mois les racialistes danois exigent la suppression des monuments représentant des blancs

Cela a débuté par la petite sirène accusée d’être un poisson blanc 

Les ABRUTIS qui ont lancé LA GUERRE DES RACES font beaucoup de mal à notre civilisation
62
248
742",,62,248,742,['https://pbs.twimg.com/media/E0NCDN5XoAIGG4a?format=jpg&name=small'],https://twitter.com/dr_l_alexandre/status/1388025740248195077
Cohérence,@coherence_e,2021-05-01T16:18:38.000Z,"Cohérence
@coherence_e
·
1 mai","Magnifique ! Image rare d'une tortue de mer faisant une sieste au fond de l'océan pendant que le poisson nettoie sa coquille sur un récif de corail à Maui, Hawaii.
De 
PADI
20
644
2,4 k",,20,644,"2,4 k",['https://pbs.twimg.com/ext_tw_video_thumb/1195011282619027457/pu/img/Ku2HJsSHYxbBHWkY.jpg'],https://twitter.com/coherence_e/status/1388528296221159427
John Doe ⁷,@Mayouuuuuu,2021-05-02T20:05:33.000Z,"John Doe ⁷
@Mayouuuuuu
·
2 mai","Le saumon c’est vraiment un poisson divin
49
81",,,49,81,[],https://twitter.com/Mayouuuuuu/status/1388947789518868488
Taha Bouhafs,@T_Bouhafs,2021-05-03T10:49:31.000Z,"Taha Bouhafs
@T_Bouhafs
·
3 mai","La même énergie Chalencon et son poisson d’avril 
France Bleu Belfort Montbéliard
@bleubelfort
 · 3 mai
""J'ai infiltré le Rassemblement National"". Kamel Agag-Boudjalat, tête de liste RN dans le Territoire de Belfort aux régionales retire sa candidature. ""C'était une stratégie pour encourager au vote (anti RN)""
Afficher cette discussion
29
144
1 k",💀,29,144,1 k,"['https://pbs.twimg.com/profile_images/755741458783670274/cr4RY5sx_mini.jpg', 'https://pbs.twimg.com/media/E0c_9ipXsAAzMkM?format=jpg&name=small']",https://twitter.com/T_Bouhafs/status/1389170247777849344
Leon KAKESE,@kakese_leon,2021-05-04T14:04:56.000Z,"Leon KAKESE
@kakese_leon
·
4 mai","#RDC Du poisson sole en abondance à Moanda sur la côte de l’océan Atlantique… Aimons notre pays 
28
39
323",,28,39,323,"['https://pbs.twimg.com/media/E0jJRJEXMAA4waj?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E0jJRJDWYAUBgSn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E0jJRJIWYAQv8_W?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E0jJRJFXIAQ-Om-?format=jpg&name=small']",https://twitter.com/kakese_leon/status/1389581814780542980
Catsy18,@BrenierLaura,2021-05-05T11:49:33.000Z,"Catsy18
@BrenierLaura
·
5 mai","Poisson séché sur le trottoir #CHATEAUROUGE Bon appétit bien sûr.
33
63
111",,33,63,111,"['https://pbs.twimg.com/media/E0nz3TmWUAAYzE3?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E0nz4uxWYAI7Cn2?format=jpg&name=360x360']",https://twitter.com/BrenierLaura/status/1389910133568909313
,@saadhillimpact,2021-05-06T22:25:39.000Z,"@saadhillimpact
·
7 mai","C’est moi ou certains ont la cervelle d’un poisson rouge ?
Eric Naulleau
@EricNaulleau
 · 6 mai
Tant qu’Assa Traoré n’assumera pas que la mort d’Adama Traoré n’a rien à voir avec celle de George Floyd, on tournera en rond. twitter.com/libe/status/13…
1
10
19",🙈 🙉 🙊 🥊,1,10,19,"['https://pbs.twimg.com/media/E0vPFBVXoAc93HR?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/700741957480370176/NYiJG855_mini.jpg']",https://twitter.com/saadhillimpact/status/1390432599928188928
Nelson Essiane,@EssianeNelson,2021-05-07T14:28:42.000Z,"Nelson Essiane
@EssianeNelson
·
7 mai","[#Thread]

Entre 2010 et 2018, d’après les statistiques des Nations Unies, le Cameroun a importé l’équivalent de 1195 milliards de FCFA de poisson.

#JDM_Space_19h
3
53
69",,3,53,69,['https://pbs.twimg.com/media/E0ySelKXsAY6FrC?format=jpg&name=small'],https://twitter.com/EssianeNelson/status/1390674958641242112
Insolente Veggie,@RosaBDB12,2021-05-08T18:09:20.000Z,"Insolente Veggie
@RosaBDB12
·
8 mai","Les épices 100 % VEGAN pour cuisiner la viande ou le poisson, c'est un concept quand même
20
43
416",😐 ✨ ✨,20,43,416,['https://pbs.twimg.com/media/E04nlhKWUAQQyJC?format=jpg&name=small'],https://twitter.com/RosaBDB12/status/1391092870472425473
Brut nature FR,@brutnaturefr,2021-05-09T16:23:00.000Z,"Brut nature FR
@brutnaturefr
·
9 mai","Construire des châteaux de sable pour séduire, c'est une technique originale mais laborieuse. Et c'est ce que fait ce petit poisson à chaque fois qu'il veut attirer une femelle. 
4
62
155",😍,4,62,155,['https://pbs.twimg.com/media/D8ejw2-WwAAUhTZ.jpg'],https://twitter.com/brutnaturefr/status/1391428498707795969
